station_no,name_tw,parking_spaces,lat,lng
501208112,漁港南一興漁三路口,32,22.56726,120.31593
501208113,環區一南二路口,20,22.59753,120.29395
501208114,環區四南二路口,20,22.59588,120.29137
501208115,臨海工業區前鎮園區公園,15,22.58196,120.31645
501208116,鎮興鎮昌五巷口,12,22.59108,120.31325
501208117,瑞和兒童遊戲場,10,22.603874,120.331557
501208118,允棟公園,11,22.590922,120.310642
501208119,漁港德昌路口,20,22.580039,120.320035
501209001,捷運巨蛋站(2號出口),40,22.66483,120.3031
501209002,龍華國小,20,22.65493,120.29745
501209003,明誠馬卡道路口(東南側),14,22.66249,120.28539
501209004,明誠裕國街口,15,22.66104,120.29351
501209005,博愛大順路口,18,22.65588,120.30321
501209006,小鹿公園,19,22.65729,120.29128
501209007,民康兒童公園,15,22.66201,120.29435
501209008,捷運凹子底站(4號出口),86,22.65938,120.30286
501209009,美術東四美術北五街口(北側),20,22.66429,120.29039
501209010,內惟公園(新疆路側),14,22.65649,120.27758
501209011,凹子底森林公園(龍德路側),25,22.66042,120.29724
501209012,凹子底森林公園(明誠三路側),21,22.66099,120.29911
501209013,華榮慶豐路口,15,22.66789,120.29571
501209014,中華一路161巷口,12,22.66309,120.29286
501209015,逢甲翠華路397巷口(東南側),15,22.66316,120.28422
501209016,青海美術東二路口(西北側),29,22.65145,120.28775
501209017,美術東四美術東七街口(東北側),13,22.66205,120.29041
501209018,美術東二明誠路口(西南側),17,22.66118,120.28836
501209019,皮克尼克公園,25,22.65438,120.28801
501209020,鼓山高中,20,22.65136,120.27503
501209021,青海九如路口(東北側),14,22.65182,120.27927
501209022,哨船安海街口(東側),10,22.61905,120.26924
501209023,捷運西子灣站(2號出口),43,22.62118,120.27523
501209024,濱海臨海路口(西南側),32,22.62364,120.26987
501209025,哨船頭公園,15,22.61845,120.26877
501209026,捷運西子灣站(1號出口),23,22.622126,120.273481
501209027,中華藝校(美術東一路),19,22.65603,120.28881
501209028,鼓山分局新濱派出所,28,22.62226,120.27547
501209029,華榮公園,53,22.66444,120.2969
501209030,凹子底森林公園(神農路),18,22.65787,120.29659
501209031,凹子底森林公園(至聖路),30,22.65961,120.29684
501209032,西子灣風景區,28,22.61824,120.26609
501209033,南屏大順路口,20,22.65578,120.29991
501209034,青海鼓山路口,15,22.65173,120.27629
501209035,哈瑪星鐵道文化園區(臨海新路),28,22.62034,120.27711
501209036,一號船渠景觀橋,31,22.62079,120.27013
501209037,願景橋,16,22.65081,120.28753
501209038,雄峰公園,16,22.66754,120.2853
501209039,中山大學社科院,30,22.62617,120.26504
501209040,中山大學海工館,31,22.62875,120.26259
501209041,明誠高中(華寧路),23,22.66748,120.29228
501209042,鼓山國小(臨海二路),20,22.62329,120.27155
501209043,龍勝大順路口,25,22.65452,120.29565
501209044,厚泰公有停車場西側,15,22.64616,120.2787
501209045,鼓山鼓山一路119巷口,16,22.62785,120.27937
501209046,台鐵美術館車站,22,22.65204,120.28111
501209047,富農龍勝路口,14,22.65657,120.295792
501209048,明誠高中(中華一路),25,22.666254,120.291555
501209049,輕軌內惟藝術中心,20,22.655019,120.282409
501209050,中華一路828號南側,13,22.66002,120.29209
501209051,中山大學工學院,24,22.62666,120.26659
501209052,中山大學圖資大樓,22,22.62708,120.26611
501209053,中華美術北三路口北側,20,22.66267,120.29222
501209054,中山大學材料大樓,10,22.6271,120.26689
501209055,裕興華泰路185巷口,14,22.66984,120.29242
501209056,裕誠美術館路口,15,22.65484,120.294
501209057,鼓山區戶政事務所第二辦公處,10,22.66743,120.28952
501209058,裕誠富農路口,15,22.65657,120.29406
501209059,南屏神農路口,16,22.658372,120.299925
501209060,西藏翠華路口,20,22.6549,120.28159
501209061,中華郵政前峰郵局,13,22.66828,120.28631
501209062,鼓山國小(登山街),15,22.6244,120.27227
501209063,明華國中(南屏路),24,22.66238,120.30016
501209064,雄峰公園(鼓山三路),15,22.66763,120.28224
501209065,河邊興隆路口,15,22.63651,120.28384
501209066,美術東二美術北三路口,14,22.66324,120.28868
501209067,綠川河川街口,15,22.63529,120.28377
501209068,翠華日昌路口,17,22.65873,120.28213
501209069,中山大學體育館,34,22.62513,120.26607
501209070,中山大學西灣藝廊,17,22.62727,120.26503
501209071,中山大學海資館,17,22.63037,120.26234
501209072,龍德新自由一路口,20,22.65477,120.30712
501209073,青海公園,15,22.65147,120.28369
501209074,輕軌馬卡道站,23,22.64757,120.28133
501209075,內惟國小(鼓山三路),16,22.656564,120.275422
501209076,高雄市立圖書館鼓山分館,23,22.65351,120.27568
501209077,前峰兒童遊戲場,15,22.66554,120.28434
501209078,中華一青海路口,13,22.65109,120.29174
501209079,內惟車站(翠華路),25,22.66621,120.28705
501209080,內惟車站(馬卡道路),21,22.6654,120.28703
501209081,翠華葆楨路口,15,22.66118,120.28349
501209082,桃子園鼓山三路(東南側),30,22.67119,120.28554
501209083,中華翠華路口,20,22.6676,120.28816
501209084,美術北三馬卡道路口,20,22.66424,120.28617
501209085,鼓山車站,16,22.64183,120.28051
501209086,龍德新新順路口,18,22.6544,120.30567
501209087,七賢國中(美術東四路),43,22.65871,120.29012
501209088,壽山國中,15,22.63287,120.27845
501209089,棧貳庫,20,22.61925,120.277029
501209090,富農龍德路口,14,22.65648,120.29743
501209091,美術東四美術東一路口,16,22.65589,120.29018
501209092,內惟公園(九如四路側),16,22.658,120.27881
501209093,大榮高中,15,22.65306,120.27919
501209094,青海美術東四路口,16,22.65128,120.28923
501209095,中華美明路口,14,22.66475,120.29209
501209096,鼓山鼓山三路209巷口,15,22.66511,120.28037
501209097,鼓山鼓山三路153巷口,15,22.66241,120.27796
501209098,壽山動物園停車場,15,22.6347,120.28037
501209099,大港倉,20,22.61752,120.28274
501209100,鼓山鼓山三路101巷口,15,22.658965,120.275704
501209101,翠華九如四路口,15,22.645368,120.280896
501210001,捷運世運站(2號出口),20,22.7023,120.30228
501210002,捷運油廠國小站(2號出口),40,22.70913,120.30199
501210003,歡樂17停車場,15,22.71038,120.29273
501210004,七號公園(加昌路側),20,22.7148,120.29619
501210005,加昌兒童遊戲場,20,22.71832,120.29659
501210006,大學西路口(第一綜合大樓),45,22.73017,120.2785
501210007,藍田公園(高雄大學路側),15,22.72868,120.28499
501210008,土庫清豐二路口東北側,28,22.73624,120.33012
501210009,楠梓國小,14,22.73277,120.32813
501210010,楠梓區公所,15,22.7287,120.32639
501210011,楠陽國小,15,22.72495,120.32998
501210012,高雄少年及家事法院,15,22.73101,120.33545
501210013,惠民里集會所,15,22.73217,120.32287
501210014,惠民公有停車場,15,22.72336,120.29414
501210015,仁昌里公園,15,22.72223,120.29432
501210016,德民藍昌路口東側,15,22.72198,120.29105
501210017,加昌國小(智群路側),14,22.71991,120.29794
501210018,榮新加昌路口南側,14,22.71437,120.29733
501210019,捷運都會公園站(3號出口),25,22.73046,120.321
501210020,高雄都會公園(德民路側),15,22.73099,120.31599
501210021,後勁公園,19,22.72369,120.31642
501210022,楠梓和平公園,15,22.72233,120.31245
501210023,捷運楠梓加工區站(2號出口),22,22.71834,120.30671
501210024,翠屏里活動中心(德賢路530巷口),15,22.72715,120.30192
501210025,普同精舍,24,22.72754,120.29801
501210026,德民路356巷德賢路口西北側,15,22.72677,120.3045
501210027,楠梓高中,61,22.74456,120.3313
501210028,清豐公園,15,22.73525,120.33663
501210029,清豐公有停車場,13,22.73786,120.32761
501210030,幸福新城,16,22.72337,120.2913
501210031,秀群加宏路口東側,18,22.71873,120.2988
501210032,右昌元帥府,15,22.71077,120.2894
501210033,右昌國中,14,22.71328,120.28675
501210034,捷運楠梓加工出口區站(1號出口),42,22.71857,120.30616
501210035,加昌國小,24,22.72149,120.29659
501210036,捷運都會公園站(4號出口),27,22.73021,120.32053
501210037,國立高雄科技大學第一校區,20,22.7527,120.33139
501210038,高雄市立圖書館右昌分館,17,22.71558,120.29021
501210039,高雄大學,29,22.73263,120.28425
501210040,市立中山高級中學(藍田路側),52,22.72736,120.29195
501210041,高雄市區監理所,15,22.73113,120.31704
501210042,德賢德惠路口西北側,28,22.72623,120.3025
501210043,捷運後勁站(1號出口),17,22.72254,120.3164
501210044,臺灣高雄少年及家事法院(常順街),16,22.73261,120.33512
501210045,清豐土庫路口,16,22.73629,120.33146
501210046,七號公園(加宏路側),20,22.71768,120.29551
501210047,國昌國中,28,22.71917,120.286
501210048,捷運油廠國小站(1號出口),13,22.70783,120.30205
501210049,翠屏兒童遊戲場,10,22.72849,120.30123
501210050,楠梓車站,30,22.72691,120.32452
501210051,高雄大學理學院南側,32,22.73514,120.2859
501210052,高雄大學社科院西側,17,22.73591,120.28088
501210053,高雄大學第一宿舍東側,43,22.73584,120.27799
501210054,高雄大學(大學西路側),33,22.7321,120.27641
501210055,楠梓區九號公園,14,22.71652,120.28292
501210056,益群橋東南側,13,22.72562,120.29663
501210057,榮新公園西南側,17,22.71245,120.29849
501210058,樂活公園(大學二十六街),15,22.72603,120.27559
501210059,大學二十一路公園,15,22.72133,120.27759
501210060,外環西加昌路口,17,22.7162,120.30093
501210061,外環西創意南路口,20,22.71328,120.30215
501210062,創新公園,15,22.74228,120.32623
501210063,立民公有停車場,40,22.74212,120.33665
501210064,高雄市立圖書館楠仔坑分館,17,22.73139,120.32888
501210065,清福公園,10,22.7411,120.32938
501210066,楠梓游泳池,20,22.73366,120.33155
501210067,新建南新開發路口,16,22.72343,120.31012
501210068,中央開發路口,14,22.72126,120.30479
501210069,經六開發路口,15,22.72016,120.30102
501210070,研發創意北路口,20,22.714,120.29985
501210071,中央中三街口,13,22.72425,120.30351
501210072,國昌里公園,15,22.72128,120.28757
501210073,世運大道,14,22.701,120.29822
501210074,德富德富街286巷口,20,22.729528,120.297778
501210075,楠梓路1巷楠梓路口,10,22.72758,120.32961
501210076,芎蕉公園,16,22.7498,120.32886
501210077,大學三十二街公園,15,22.73132,120.29237
501210078,大學西大學十街口,15,22.72434,120.28149
501210079,高雄科大第一西校區游泳池,17,22.75479,120.33151
501210080,高雄科大第一東校區財金學院,15,22.75561,120.33461
501210083,右昌國小(後昌路),16,22.71564,120.29291
501210084,右昌森林公園(後昌新路58巷),15,22.71957,120.29289
501210085,下鹽田三欉榕公園(大學十一街),15,22.7261,120.28755
501210086,援中德中路口(西南側),15,22.72091,120.28032
501210087,盛泰公園,15,22.73094,120.33152
501210088,高雄大學管理學院,20,22.7331,120.28754
501210089,高雄大學(大學南路側),17,22.73256,120.28986
501210090,鳳楠經建路口,15,22.72275,120.3314
501210091,大昌無菸公園,15,22.7082,120.28913
501210092,廣昌公園,14,22.7059,120.28704
501210093,楠梓特殊學校,20,22.72803,120.31277
501210094,創新芎林一街口,16,22.75039,120.33146
501210095,高雄大學行政大樓,20,22.73464,120.28345
501210096,援中港濕地公園,14,22.72103,120.25875
501210097,中和兒童公園,20,22.72308,120.28085
501210098,宏昌兒童遊戲場(加宏路191巷),17,22.71557,120.29465
501210099,惠智惠勇街口,15,22.73497,120.32385
501210100,大學援中路68巷口,15,22.72798,120.2946
501210101,愛國超市(德賢店),15,22.72678,120.30758
501210102,高雄大學活動中心,20,22.73223,120.280473
501210103,金富金和街口,20,22.72601,120.31947
501210104,經一東三街口,20,22.72155,120.30875
501210105,莒光國小(後昌路782巷),15,22.71142,120.29635
501210106,楠梓文中足球場,15,22.7254,120.28589
501210107,楠梓國中,20,22.73592,120.32599
501210108,土庫公園,15,22.73723,120.33301
501210109,都會公園停車場(德民路),15,22.73242,120.31912
501210110,惠義惠心街口,20,22.7309,120.32448
501210111,援中大學十七街口,30,22.72279,120.2847
501210112,中山高級中學(藍昌路側),16,22.7296,120.29214
501210113,內環南經五路口,13,22.71752,120.30334
501210114,經四開發路口,16,22.7211,120.30347
501210115,中三經五路口,18,22.72344,120.30111
501210116,後勁鳳屏宮,13,22.71517,120.31425
501210117,新經一東六街口,14,22.724769,120.308617
501210118,惠正惠誠街口,35,22.732754,120.324205
501210119,捷運油廠國小(4號出口),13,22.708588,120.302364
501210120,後勁宿舍(後昌路),16,22.712915,120.30855
501210121,樂群秀群路457巷口,15,22.71657,120.298258
501210122,國昌國中(智昌街),16,22.719803,120.284587
501210123,經三中二街口,15,22.72357,120.30501
501210124,楠梓高中(土庫六路側),17,22.742446,120.332366
501210125,高楠惠心街口,23,22.728512,120.321433
501210126,廣昌廣昌街175巷口,15,22.707389,120.284733
501211001,高雄科技大學旗津校區,38,22.60825,120.27226
501211002,高雄市立旗津醫院(旗港路),15,22.59014,120.28519
501211003,中洲渡輪船站,10,22.57561,120.29897
501211004,旗津漁港公有停車場,15,22.58977,120.28719
501211005,旗津貝殼館,19,22.60076,120.27464
501211006,旗津海水浴場,17,22.61079,120.26758
501211007,旗津海岸公園停車場,19,22.60899,120.26898
501211008,上竹公園,15,22.578158,120.294605
501212001,宏平大鵬路口,16,22.56976,120.35799
501212002,捷運小港站(2號出口),14,22.56413,120.3546
501212003,捷運小港站(1號出口),15,22.5638,120.35461
501212004,德平街兒童遊戲場,16,22.56417,120.34968
501212005,高雄公園(中山四路),15,22.56934,120.34667
501212006,大業北二苓路口,15,22.56574,120.346
501212007,合作公園(金城路),16,22.58215,120.3657
501212008,合作公園(勝安街),12,22.58215,120.36422
501212009,中山國中(漢民路),17,22.56675,120.35482
501212010,高雄宏平郵局,12,22.56992,120.35963
501212011,漢民公園(漢民路),30,22.56676,120.3581
501212012,華立兒童公園,13,22.56402,120.36853
501212013,高餐大附中,35,22.56627,120.37218
501212014,高雄市社教館,21,22.5652,120.35862
501212015,捷運高雄國際機場站(1號出口),28,22.56942,120.34373
501212016,捷運小港站(4號出口),27,22.56479,120.35366
501212017,平和路公共停車場,28,22.56274,120.33546
501212018,翠平公園,19,22.57001,120.33575
501212019,步道公園,16,22.564751,120.33148
501212020,空中大學,15,22.56657,120.3455
501212021,桂陽公園,32,22.58196,120.3506
501212022,臨海兒童公園,16,22.5582,120.33553
501212023,中鋼台船,57,22.55414,120.34757
501212024,小港醫院,29,22.56772,120.36281
501212025,小港森林公園(華山路),15,22.56779,120.3666
501212026,小港區公所,23,22.56507,120.33839
501212027,山明北林路口,15,22.56559,120.36428
501212028,小港森林公園(高松路),15,22.57278,120.36673
501212029,小港森林公園(近營口路),15,22.57263,120.37074
501212030,中安保華一路口,15,22.58398,120.3462
501212031,高雄市立圖書館小港分館,15,22.56063,120.37032
501212032,明義國中(高鳳路),16,22.5843,120.36867
501212033,莿蔥腳濕地公園,10,22.5708,120.37627
501212034,中光街22巷口停車場,15,22.57151,120.3558
501212035,崇本崇明街10巷口,10,22.57131,120.33342
501212036,大坪頂公園,12,22.56329,120.38845
501212037,坪頂國小,10,22.56125,120.3914
501212038,高雄市熱帶植物園,10,22.55578,120.38895
501212039,松崗停車場,15,22.57477,120.37397
501212040,高坪五十路口,12,22.55557,120.38614
501212041,天順港福街29巷口,11,22.56851,120.33423
501212043,捷運小港站(3號出口),32,22.56593,120.35301
501212044,泰山兒童遊戲場,12,22.57177,120.363
501212045,小港森林公園(秀峰街),20,22.56809,120.37071
501212046,宏平沿海一路口,20,22.56947,120.35013
501212047,宏光宏智街口,20,22.5694,120.36317
501212048,餐旅大學(松信路),40,22.5608,120.37361
501212049,台機大地街口,30,22.56108,120.34757
501212050,孔宅兒童遊戲場,15,22.58032,120.37162
501212051,宏平金府路口,16,22.56973,120.3544
501212052,店鎮公園,15,22.56059,120.35516
501212053,中安德仁路口,15,22.584838,120.34914
501212054,高坪高坪二十二路口,15,22.55453,120.37688
501212055,大苓里公園,16,22.56735,120.34802
501212056,廈莊兒童公園,15,22.58213,120.3611
501212057,漢民宮安街口,15,22.56269,120.34965
501212058,永忠兒童遊戲場,15,22.56442,120.36654
501212059,松樂松光街95巷口,14,22.56861,120.37758
501212060,孔鳳兒童遊戲場,12,22.58239,120.35749
501212061,桂林兒童遊戲場,16,22.58049,120.35403
501212062,小港國中,22,22.56632,120.33854
501212063,中安桂平街口,16,22.58499,120.35237
501212064,孔宅綠園,15,22.57896,120.37517
501212065,新豐兒童遊戲場,15,22.567944,120.360766
501212066,港興兒童遊戲場,15,22.566381,120.341303
501212067,東亞南路綠帶公園,11,22.562129,120.332063
501212068,港明兒童遊戲場,14,22.569506,120.33163
501212069,松山公園,15,22.571758,120.372947
501213001,蚵仔寮觀光魚市,14,22.72712,120.25552
501213002,蚵寮國中,8,22.72855,120.25866
501213003,中正港六街口,10,22.72758,120.25737
501213004,蚵寮國小,10,22.73401,120.24953
501213005,梓官國小,10,22.76037,120.26453
501213006,梓平公園,10,22.75463,120.2675
501213007,梓和公園,10,22.75757,120.26493
501213008,梓官老人日照中心,15,22.75913,120.26859
501213009,大舍南大舍南路96巷口,12,22.74494,120.26227
501213010,梓信社區活動中心,15,22.76458,120.26438
501213011,信蚵里社區聯合活動中心,15,22.72949,120.25465
501214001,後備指揮部,13,22.6722145,120.3313256
501214002,古文物公園,15,22.6789356,120.3453803
501214003,慈惠公園,15,22.6763956,120.3478232
501214004,竹後國小,15,22.710239,120.33456
501214005,仁慈公園,16,22.671871,120.357746
501214006,北屋滯洪公園,14,22.68048,120.33415
501214007,承德公園,12,22.6846057,120.3424083
501214008,八卦國小,14,22.6898618,120.332586
501214009,八德停車場,13,22.681023,120.340181
501214010,高楠五高楠四街口,10,22.6921003,120.3244006
501214011,仁和公園,16,22.6811,120.3518
501214012,大灣國中,15,22.67661,120.34195
501214013,八卦休閒公園,16,22.69011,120.33742
501214015,仁武區運動公園,15,22.70363,120.34514
501214016,八卦里滯洪公園,14,22.68353,120.32904
501214017,霞海東二霞海中街口,11,22.68857,120.32424
501214018,育才公21停車場,15,22.67429,120.35095
501214019,勇全赤誠街口,14,22.6733,120.34436
501214020,八德一八德中路口,20,22.68704,120.33655
501214021,澄合段停九停車場,15,22.687501,120.347001
501214022,文武公園,12,22.69664,120.35095
501214023,中華里活動中心,13,22.70836,120.3276
501214024,仁和南中正路口,12,22.70142,120.34811
501214025,高鐵左營基地,15,22.69517,120.32092
501214026,八德東八德南路口,13,22.68467,120.33969
501214027,八德重劃公園,15,22.68227,120.34359
501214028,九番埤濕地公園,17,22.68582,120.32458
501214029,霞海榮總路522巷口,12,22.68776,120.32316
501214030,八卦里公有停車場,15,22.68265,120.33192
501214031,仁林中華路口,17,22.703,120.35422
501214032,九番埤濕地公園(霞海南二街),15,22.68103,120.32428
501214033,大灣綜合活動中心,16,22.67647,120.33775
501214034,後安羽球館,18,22.70859,120.34766
501214035,仁武文學公園,15,22.70017,120.354582
501214036,考潭巡守隊(成功路),10,22.682855,120.360899
501214037,灣內社區活動中心,10,22.682916,120.356764
501215001,林園行政中心,14,22.51305,120.39468
501215002,幸福公園,17,22.500539,120.3947778
501215003,中芸國小,20,22.48822,120.39583
501215004,林園區衛生所,14,22.5081,120.39472
501215005,王公國小,16,22.5056396,120.3886269
501215006,清水巖榕樹休憩公園,10,22.52183,120.39078
501215007,漁港公園,10,22.48594,120.39934
501215008,海洋濕地公園,14,22.49028,120.38649
501215009,田中央公園,15,22.50167,120.38878
501215010,沿海工業一路口,15,22.4991,120.40603
501215011,汕尾地區聯合社區活動中心,10,22.481305,120.408256
501215012,爐濟殿公園,15,22.476049,120.414686
501215014,林園三庄三元殿,15,22.529992,120.398069
501216001,醒村(後門),18,22.78321,120.28477
501216002,河華岡山路口南側,33,22.80149,120.29199
501216003,岡山國中(岡燕路),15,22.79171,120.30389
501216004,岡山公園(壽華路側),15,22.79684,120.29312
501216005,岡山高中,55,22.79695,120.29085
501216006,仁壽橋(溪東路側),18,22.79372,120.2907
501216007,第六河川局,17,22.79039,120.28733
501216008,仁壽橋(阿公店路二段側),13,22.7945,120.28989
501216009,岡山和平公園,15,22.797826,120.302277
501216011,岡山國中(大德二路側),25,22.78972,120.3038
501216012,岡山區戶政事務所,15,22.7975,120.29459
501216013,岡山河堤公園(仁義路側),15,22.78609,120.2951
501216014,岡山稽徵所(健鷹南路側),14,22.78505,120.29093
501216015,勵志新城(岡山路側),19,22.79048,120.29611
501216016,岡山文化中心停車場,15,22.78437,120.29733
501216017,中華民國空軍第三後勤指揮部,15,22.78448,120.27589
501216018,航空教育展示館,10,22.79462,120.27131
501216019,台灣滷味博物館停車場,10,22.81849,120.26778
501216020,岡山車站,25,22.79187,120.29929
501216021,捷運南岡山站(2號出口),38,22.78133,120.30169
501216022,岡山國小,16,22.79109,120.29305
501216023,河華前峰路口,21,22.79871,120.28387
501216024,岡山平面停車場,24,22.79183,120.2962
501216025,典寶溪A區滯洪池,10,22.78193,120.28615
501216026,大遼友情路口(西北側),10,22.77847,120.31373
501216027,前峰國中,10,22.78879,120.28904
501216028,竹圍國小,17,22.80314,120.30185
501216029,光潭路134巷光潭路116巷口,15,22.77728,120.27593
501216030,空軍軍史館,30,22.78466,120.27211
501216031,鹽埔農村社區活動中心,15,22.77054,120.28138
501216032,典寶溪A區滯洪池(清水路),15,22.77876,120.28254
501216033,岡山陽明公園,15,22.78568,120.28565
501216034,河華壽華路口,13,22.80123,120.29121
501216035,夢-飛翔公園,15,22.78362,120.30382
501216036,前峰國小,15,22.79152,120.28316
501216037,正氣兒童公園,15,22.80929,120.28135
501216039,本洲里活動中心,15,22.8098,120.26129
501216040,壽天國小,17,22.7993,120.29165
501216041,台上里活動中心,15,22.80618,120.29687
501216042,岡山文化中心(後門),25,22.78258,120.29933
501216043,華崗休憩公園,15,22.82628,120.319819
501216044,嘉興國小,14,22.821885,120.304903
501216045,岡山和平公園(大德一路),20,22.797249,120.303936
501216046,河堤懷德路口,15,22.788308,120.309473
501216047,河堤大仁南路口,15,22.787221,120.30316
501216048,和平中和平三街口,16,22.78312,120.305427
501216049,中山北忠誠街口,14,22.7974,120.29786
501217001,興達港情人碼頭,13,22.87902,120.21103
501217002,興達港立體停車場,10,22.87154,120.19391
501217004,茄萣海岸公園,15,22.90801,120.17704
501217005,仁愛港東街口,10,22.89582,120.18502
501217006,茄萣濕地遊客中心,20,22.88315,120.19759
501217007,茄萣國中,15,22.906916,120.18189
501217008,興達平面停車場,20,22.86833,120.19273
501217009,茄萣運動公園,10,22.90882,120.185184
501218001,正修科技大學東側,24,22.6493381,120.3508555
501218002,大埤調洪公園,15,22.651472,120.339795
501218003,大華里民活動中心,18,22.6553456,120.3409911
501218004,澄清湖,29,22.65356,120.34928
501218005,正修科技大學,28,22.6507,120.3488
501218006,文山高中,15,22.64843,120.35398
501218007,澄清湖(海洋奇珍園),13,22.65586,120.35155
501218008,澄清湖(仁智亭),31,22.66249,120.34179
501218009,長庚醫院,16,22.65045,120.35778
501218010,澄清湖(兒童園區),30,22.65811,120.34611
501218011,澄清湖(後門),15,22.66833,120.34591
501218012,澄清湖(第一停車場),29,22.65561,120.34797
501218013,圓山大飯店,15,22.65458,120.34576
501218014,憲兵204指揮部,15,22.64752,120.35974
501218015,三亭攬勝,15,22.66425,120.35258
501218016,育成琅環二街口,15,22.66597,120.35889
501218017,明湖澄湖路口,18,22.6657,120.35407
501218018,鳥松國小,13,22.66405,120.36224
501218019,仁美國小,15,22.65805224,120.394311
501218020,江埤美德二街口,14,22.651945,120.39041
501218021,福德公園,15,22.6591,120.38234
501218022,大埤忠誠路口,15,22.6585,120.36142
501218023,華美里活動中心,15,22.66229,120.39203
501218024,大華夢公園,13,22.65177,120.34355
501218025,鳳山圳滯洪公園,15,22.641039,120.379561
501218026,鳥松國中,15,22.666616,120.372872
501218027,恆山南竹安街口,10,22.647978,120.364487
501219001,永芳公園,14,22.60783,120.39459
501219002,慈惠醫院,19,22.63868,120.39751
501219003,捷運大寮站(1號出口),45,22.62075,120.3907
501219004,山頂國小,16,22.60766,120.38841
501219005,中庄國小,18,22.63447,120.39736
501219006,中庄國中,24,22.63684,120.40186
501219007,新光高中,20,22.6348,120.3901
501219008,翁公園,18,22.6215,120.40695
501219009,後庄車站,22,22.63989,120.39018
501219010,後庄國小,15,22.63742,120.38971
501219011,和春技術學院大寮校區,15,22.63433,120.39166
501219012,輔英科技大學,40,22.60402,120.39113
501219014,大寮區公所,17,22.6054,120.39546
501219015,昭明國小(鳳林一路184巷),13,22.54116,120.4091
501219016,中庄社區發展協會,10,22.63309,120.40357
501219017,仁忠仁忠路111巷口,20,22.59258,120.39912
501219018,大寮國小,12,22.59114,120.41685
501219019,三隆兒童公園,10,22.59988,120.40453
501219020,大寮國中,17,22.60295,120.39265
501219021,鳳林宣武路口,13,22.61385,120.38934
501219022,捷運大寮機廠,14,22.62516,120.38725
501219023,大寮運動公園,11,22.6005,120.39266
501219024,潮寮國中,15,22.56338,120.4257
501219025,琉球黃厝路口,13,22.61488,120.40995
501219026,溪寮公車站,10,22.62677,120.41755
501219027,上寮綜合活動中心,10,22.600433,120.421936
501219028,義和河堤路口,15,22.639316,120.418594
501220001,捷運青埔站(1號出口)東側,18,22.74429,120.31788
501220002,橋頭地檢署,17,22.73908,120.3049
501220003,竹林公園,16,22.75629,120.30563
501220004,橋頭車站,20,22.76104,120.31
501220005,橋頭地方法院(新中五街),11,22.73747,120.3042
501220006,岡山養護工程隊,10,22.74555,120.31061
501220007,橋頭地方法院(橋新二路側),16,22.7375,120.3066
501220008,捷運青埔站(1號出口)西側,18,22.74393,120.31747
501220009,捷運橋頭糖廠站(1號出口),13,22.75242,120.31429
501220010,橋頭國中,18,22.75878,120.30694
501220011,一品公園,11,22.7635,120.30188
501220012,小機堡停車場,15,22.75546,120.31301
501220013,橋新一橋新八路口,19,22.73716,120.31441
501220014,橋新七新東一街口,15,22.73898,120.31628
501220015,橋新環新東一街口,16,22.74015,120.31369
501220016,甲圍公園,16,22.73874,120.29647
501220017,仕隆國小,15,22.74999,120.31122
501220018,五林國小,13,22.75927,120.29405
501220019,橋頭國小,14,22.76183,120.30495
501220020,成功南橋新六路口,17,22.74954,120.31411
501220021,橋都新南二街口,19,22.73305,120.30182
501220022,新莊義山宮,10,22.745674,120.300139
501220023,經武甲樹路1186巷口,13,22.737759,120.300485
501220024,成功南經武路口,14,22.743429,120.316593
501220025,高苑工商,17,22.757636,120.292477
501220026,橋都新南三街口,15,22.732928,120.300309
501220027,典寶溪D區滯洪池,15,22.761783,120.279461
501220028,六班長紀念公園,10,22.752868,120.29211
501221001,高雄市立圖書館湖內分館,10,22.90661,120.2238
501221002,文賢國小,15,22.908529,120.213369
501221003,湖內國中,10,22.907737,120.227826
501221004,長壽路公有停車場,10,22.884867,120.242548
501221005,湖東公園,10,22.879257,120.249488
501221006,保生湖中路378巷口,18,22.906874,120.217825
501221007,公館公園,14,22.904117,120.227445
501222001,觀音牛路巷公園,11,22.7276649,120.3510808
501222002,文中二公園,14,22.73412,120.35125
501222003,金龍路46巷,10,22.7290485,120.3536578
501222005,中里社區公園,10,22.72307,120.35237
501222006,觀音山腳休息區,12,22.72974,120.36987
501222007,大社區公所,13,22.73,120.34664
501222008,大社國中(中山路),15,22.73085,120.35566
501223001,彌陀漁民活動中心,10,22.76143,120.2347
501223002,高雄市立圖書館彌陀公園分館,10,22.78538,120.2463
501223003,彌陀國中,15,22.7769,120.24694
501223004,漯底山自然公園,14,22.77105,120.25343
501223005,南安國小公車站,10,22.76427,120.243435
501223006,彌陀國小,15,22.784065,120.247947
501223007,鹽埕過港安樂宮,10,22.78806,120.24257
501223008,彌陀彌壽宮,10,22.77865,120.24689
501224001,路竹夜市,20,22.853772,120.262693
501224002,高科運動公園,15,22.82814,120.25671
501224003,路竹高中,15,22.85493,120.25289
501224004,路竹區戶政事務所,21,22.85536,120.25962
501224005,路科宿舍,15,22.84421,120.2455
501224006,路竹車站,17,22.854561,120.265817
501224007,高苑科技大學視聽大樓,30,22.84143,120.26761
501224008,路竹運動公園,15,22.86157,120.26654
501224009,大湖車站,20,22.87812,120.2539
501224010,樹人醫護管理專科學校,18,22.881647,120.260701
501224011,路科六路科一路口,20,22.83343,120.26263
