站點編號,2月20日見車率,3月22日見車率,對應站名,消長幅度,色票,分類,lat,lng
500108081,96.67%,94.63%,東湖國小,-2.04%,#FEDD88,90%以上、未滿100%,25.06854,121.61532
500108082,85.46%,94.54%,捷運內湖站(1號出口),9.07%,#FEDD88,90%以上、未滿100%,25.08373,121.59406
500108083,89.35%,74.54%,瑞光港墘路口,-14.81%,#B1112B,-10%以上,25.07611,121.57487
500108084,88.89%,100.00%,瑞湖陽光街口,11.11%,#FEB700,100%,25.07296,121.57603
500108085,57.22%,92.31%,金龍公園,35.09%,#FEDD88,90%以上、未滿100%,25.08554,121.59076
500108086,75.83%,90.46%,星雲街138巷1弄口,14.63%,#FEDD88,90%以上、未滿100%,25.07943,121.59544
500108087,38.52%,77.78%,東湖一號公園,39.26%,#C09662,+10%以上,25.07567,121.6118
500108088,77.69%,92.69%,東湖二號公園,15.00%,#FEDD88,90%以上、未滿100%,25.07415,121.61075
500108089,99.07%,99.81%,康湖二號公園(康寧醫院),0.74%,#FEDD88,90%以上、未滿100%,25.07514,121.60857
500108090,92.50%,95.65%,堤頂大道新湖一路口,3.15%,#FEDD88,90%以上、未滿100%,25.05892,121.57354
500108091,99.91%,82.69%,下灣公園(成功路),-17.22%,#B1112B,-10%以上,25.06682,121.5907
500108092,62.31%,58.70%,舊宗行善路口,-3.61%,#FBB1BD,-5%以內,25.05876,121.58062
500108093,95.00%,91.48%,新湖二路250巷口,-3.52%,#FEDD88,90%以上、未滿100%,25.06455,121.58262
500108094,73.33%,91.30%,成功路四段41巷口,17.96%,#FEDD88,90%以上、未滿100%,25.08105,121.59205
500108095,91.76%,94.07%,金湖星雲街口,2.31%,#FEDD88,90%以上、未滿100%,25.08151,121.59764
500108096,96.20%,92.78%,國防醫學院,-3.43%,#FEDD88,90%以上、未滿100%,25.06851,121.59559
500108097,100.00%,100.00%,民權東路六段190巷117弄口,0.00%,#FEB700,100%,25.06434,121.59399
500108098,81.67%,72.59%,內湖運動中心,-9.07%,#D7586D,-5%至-10%,25.07848,121.57493
500108099,92.78%,87.59%,九華公園,-5.19%,#D7586D,-5%至-10%,25.08844,121.56122
500108100,99.44%,100.00%,內湖路二段179巷口,0.56%,#FEB700,100%,25.08454,121.584
500108102,84.54%,69.72%,行善行愛路口,-14.81%,#B1112B,-10%以上,25.0606,121.58286
500108103,95.37%,97.96%,民善新湖二路口(家樂福內湖店),2.59%,#FEDD88,90%以上、未滿100%,25.06017,121.57552
500108104,67.78%,80.65%,統振大樓,12.87%,#C09662,+10%以上,25.06007,121.60138
500108105,69.26%,90.74%,陽光街161巷口,21.48%,#FEDD88,90%以上、未滿100%,25.07433,121.58584
500108106,91.67%,93.33%,潭美公園(南京東路六段368巷),1.67%,#FEDD88,90%以上、未滿100%,25.05928,121.58617
500108107,73.33%,74.81%,西康二號公園,1.48%,#F0D5BE,+5%以內,25.08503,121.5637
500108108,90.83%,97.87%,三民國中(民權東路六段47巷),7.04%,#FEDD88,90%以上、未滿100%,25.06935,121.58692
500108109,57.69%,81.67%,瑞光路76巷口,23.98%,#C09662,+10%以上,25.07168,121.58125
500108110,80.00%,84.26%,捷運東湖站,4.26%,#F0D5BE,+5%以內,25.06664,121.61351
500108111,69.07%,100.00%,新湖國小,30.93%,#FEB700,100%,25.06874,121.58923
500108112,85.46%,89.63%,碧山內湖路口,4.17%,#F0D5BE,+5%以內,25.08627,121.5914
500108115,100.00%,100.00%,民權東路六段413巷,0.00%,#FEB700,100%,25.07038,121.60352
500108116,73.70%,79.26%,宏匯瑞光廣場(瑞光路),5.56%,#E3BE98,+5%至10%,25.07676,121.57433
500108117,81.20%,73.15%,宏匯瑞光廣場(港墘路),-8.06%,#D7586D,-5%至-10%,25.07777,121.57562
500108118,92.22%,92.59%,康樂街151巷,0.37%,#FEDD88,90%以上、未滿100%,25.07192,121.61955
500108119,68.33%,80.74%,內湖路一段360巷,12.41%,#C09662,+10%以上,25.0812,121.57067
500108120,65.19%,94.44%,成功路三段83號前,29.26%,#FEDD88,90%以上、未滿100%,25.07823,121.5898
500108121,94.54%,88.61%,內湖路一段47巷,-5.93%,#D7586D,-5%至-10%,25.08781,121.55872
500108122,82.22%,71.02%,陽光舊宗路口,-11.20%,#B1112B,-10%以上,25.07243,121.57416
500108123,91.57%,100.00%,安湖公園,8.43%,#FEB700,100%,25.07392,121.61545
500108124,78.98%,100.00%,湖興公園,21.02%,#FEB700,100%,25.06671,121.58913
500108126,62.69%,100.00%,安泰街(康樂橋下),37.31%,#FEB700,100%,25.07849,121.61666
500108127,99.26%,100.00%,康樂綠地,0.74%,#FEB700,100%,25.07539,121.6203
500108128,80.65%,97.41%,捷運港墘站(1號出口),16.76%,#FEDD88,90%以上、未滿100%,25.08004,121.57568
500108129,78.06%,85.56%,明美公園(行善路333巷),7.50%,#E3BE98,+5%至10%,25.06058,121.5866
500108130,100.00%,100.00%,行善路383巷,0.00%,#FEB700,100%,25.06365,121.58609
500108131,81.76%,84.91%,舊宗新湖三路口,3.15%,#F0D5BE,+5%以內,25.06321,121.57681
500108132,84.07%,91.20%,內湖運動公園,7.13%,#FEDD88,90%以上、未滿100%,25.06766,121.57459
500108133,70.19%,100.00%,內湖路三段326巷口,29.81%,#FEB700,100%,25.08968,121.58352
500108134,81.48%,91.57%,成功公園,10.09%,#FEDD88,90%以上、未滿100%,25.08416,121.59665
500108135,59.81%,85.00%,康寧路三段189巷93弄口,25.19%,#C09662,+10%以上,25.0735,121.61258
500108136,75.37%,88.80%,中國醫藥大學附設醫院臺北分院,13.43%,#C09662,+10%以上,25.08227,121.5909
500108137,100.00%,99.81%,康樂抽水站,-0.19%,#FEDD88,90%以上、未滿100%,25.06643,121.61732
500108138,67.87%,88.89%,環山路三段16巷口,21.02%,#C09662,+10%以上,25.08464,121.57945
500108139,77.22%,83.33%,文德一號綠地,6.11%,#E3BE98,+5%至10%,25.0786,121.58302
500108140,97.69%,85.00%,臺北花市,-12.69%,#B1112B,-10%以上,25.06265,121.57427
500108141,99.54%,76.39%,行善社會住宅,-23.15%,#B1112B,-10%以上,25.06126,121.58201
500108142,100.00%,98.15%,康寧路三段99巷17弄口,-1.85%,#FEDD88,90%以上、未滿100%,25.0721,121.60991
500108143,89.54%,95.56%,堤頂大道二段407巷口,6.02%,#FEDD88,90%以上、未滿100%,25.08019,121.56316
500108144,93.43%,98.43%,海德堡科技大樓,5.00%,#FEDD88,90%以上、未滿100%,25.08156,121.56227
500108145,79.35%,79.07%,致伸科技大樓,-0.28%,#FBB1BD,-5%以內,25.08067,121.5656
500108146,100.00%,77.78%,內湖路一段288巷口,-22.22%,#B1112B,-10%以上,25.08202,121.56861
500108147,87.13%,87.87%,大都會客運內湖站,0.74%,#F0D5BE,+5%以內,25.06749,121.57784
500108148,96.57%,86.11%,瑞湖公園,-10.46%,#B1112B,-10%以上,25.06888,121.57711
500108150,71.30%,75.00%,台灣世曦大樓,3.70%,#F0D5BE,+5%以內,25.07345,121.57848
500108151,70.19%,77.04%,遠雄時代總部,6.85%,#E3BE98,+5%至10%,25.07821,121.57103
500108152,64.81%,72.87%,瑞光路358巷口,8.06%,#E3BE98,+5%至10%,25.07733,121.5727
500108153,67.04%,73.61%,大港墘公園(洲子街),6.57%,#E3BE98,+5%至10%,25.07897,121.5737
500108154,73.24%,61.57%,世紀經貿,-11.67%,#B1112B,-10%以上,25.08049,121.57361
500108156,97.22%,95.83%,民權東路六段56巷口,-1.39%,#FEDD88,90%以上、未滿100%,25.06805,121.58488
500108157,95.74%,86.48%,新湖三行忠路72巷口,-9.26%,#D7586D,-5%至-10%,25.06605,121.58206
500108158,97.13%,85.65%,新湖三新湖二146巷口,-11.48%,#B1112B,-10%以上,25.06407,121.57787
500108159,94.72%,88.70%,舊宗新湖二路口,-6.02%,#D7586D,-5%至-10%,25.06151,121.57811
500108160,100.00%,82.87%,新光基湖大樓,-17.13%,#B1112B,-10%以上,25.08152,121.56489
500108161,100.00%,97.22%,內湖路一段120巷15弄,-2.78%,#FEDD88,90%以上、未滿100%,25.08203,121.56298
500108162,63.61%,100.00%,北勢湖環保公園(堤頂大道側),36.39%,#FEB700,100%,25.08318,121.56154
500108164,72.04%,79.54%,達爾文大樓,7.50%,#E3BE98,+5%至10%,25.07941,121.57277
500108165,70.28%,87.41%,東湖四號公園,17.13%,#C09662,+10%以上,25.07074,121.61803
500108166,81.85%,76.85%,加瑪科技中心,-5.00%,#FBB1BD,-5%以內,25.08035,121.5705
500108167,86.57%,97.31%,福壽公園,10.74%,#FEDD88,90%以上、未滿100%,25.07983,121.59625
500108168,86.94%,74.81%,捷運西湖站(1號出口)內湖路側,-12.13%,#B1112B,-10%以上,25.08227,121.56709
500108169,100.00%,94.07%,威剛科技總部,-5.93%,#FEDD88,90%以上、未滿100%,25.06153,121.60033
500108170,100.00%,84.44%,太陽科技廣場,-15.56%,#B1112B,-10%以上,25.08514,121.56161
500108171,100.00%,75.83%,瑞光路316巷,-24.17%,#B1112B,-10%以上,25.07567,121.57341
500108172,,93.15%,文德路220巷口,93.15%,#FEDD88,90%以上、未滿100%,25.07862,121.58796
500108177,,88.15%,潭美公園(南京東路六段482號),88.15%,#CDCDCD,無法比較,25.06092,121.58898
500109001,93.24%,99.44%,承德路七段304巷口,6.20%,#FEDD88,90%以上、未滿100%,25.1168,121.5048
500109002,100.00%,100.00%,洲美運動公園,0.00%,#FEB700,100%,25.10981,121.49886
500109003,79.44%,81.76%,榮華二明德路口,2.31%,#F0D5BE,+5%以內,25.11357,121.52255
500109004,96.85%,91.11%,捷運明德站(1號出口),-5.74%,#FEDD88,90%以上、未滿100%,25.10896,121.51936
500109005,93.80%,98.15%,文林建民路口,4.35%,#FEDD88,90%以上、未滿100%,25.10788,121.51457
500109006,90.83%,83.24%,永欣綠地,-7.59%,#D7586D,-5%至-10%,25.12416,121.52607
500109007,100.00%,100.00%,關渡宮,0.00%,#FEB700,100%,25.11739,121.46288
500109008,95.46%,95.28%,關渡自然公園,-0.19%,#FEDD88,90%以上、未滿100%,25.11884,121.46912
500109009,100.00%,92.78%,關渡醫院,-7.22%,#FEDD88,90%以上、未滿100%,25.1203,121.4665
500109010,100.00%,90.93%,捷運忠義站(1號出口),-9.07%,#FEDD88,90%以上、未滿100%,25.13149,121.47365
500109011,84.17%,98.33%,捷運關渡站(1號出口),14.17%,#FEDD88,90%以上、未滿100%,25.12397,121.46712
500109012,79.35%,100.00%,捷運關渡站(2號出口),20.65%,#FEB700,100%,25.12618,121.46737
500109013,100.00%,87.41%,中央北路四段540巷口,-12.59%,#B1112B,-10%以上,25.12796,121.46782
500109014,71.02%,77.96%,大度立德路口,6.94%,#E3BE98,+5%至10%,25.1231,121.47092
500109015,91.48%,100.00%,捷運復興崗站(1號出口),8.52%,#FEB700,100%,25.1378,121.4863
500109016,77.41%,100.00%,捷運復興崗站旅客服務中心,22.59%,#FEB700,100%,25.13666,121.48159
500109017,57.50%,100.00%,豐年公園,42.50%,#FEB700,100%,25.13475,121.49613
500109018,79.72%,89.07%,稻香重三路口,9.35%,#E3BE98,+5%至10%,25.13997,121.48967
500109019,98.33%,86.57%,國防大學政治作戰學院,-11.76%,#B1112B,-10%以上,25.13776,121.49345
500109020,100.00%,91.67%,秀山區民活動中心,-8.33%,#FEDD88,90%以上、未滿100%,25.14582,121.49303
500109022,89.91%,80.83%,大業大同街口,-9.07%,#D7586D,-5%至-10%,25.13691,121.49987
500109023,90.93%,91.02%,捷運新北投站,0.09%,#FEDD88,90%以上、未滿100%,25.13733,121.50339
500109024,100.00%,100.00%,捷運北投站,0.00%,#FEB700,100%,25.13187,121.499
500109025,91.39%,98.70%,捷運奇岩站(三合街),7.31%,#FEDD88,90%以上、未滿100%,25.12634,121.50099
500109026,97.87%,99.44%,八仙里辦公處,1.57%,#FEDD88,90%以上、未滿100%,25.12297,121.50158
500109027,76.94%,99.17%,清江國小,22.22%,#FEDD88,90%以上、未滿100%,25.12725,121.50676
500109028,100.00%,100.00%,大業路300巷口,0.00%,#FEB700,100%,25.12814,121.49782
500109029,100.00%,100.00%,立農公園,0.00%,#FEB700,100%,25.11798,121.50342
500109030,67.22%,100.00%,北投奇岩長青樂活大樓,32.78%,#FEB700,100%,25.12666,121.50373
500109031,88.98%,94.81%,捷運唭哩岸站(2號出口),5.83%,#FEDD88,90%以上、未滿100%,25.12087,121.50523
500109032,93.15%,100.00%,北投運動中心,6.85%,#FEB700,100%,25.11666,121.50962
500109033,92.04%,85.74%,陽明大學,-6.30%,#D7586D,-5%至-10%,25.11912,121.51223
500109034,88.43%,88.24%,捷運石牌站(2號出口),-0.19%,#FBB1BD,-5%以內,25.11451,121.51567
500109035,76.02%,86.48%,台北護理大學,10.46%,#C09662,+10%以上,25.11752,121.51662
500109036,82.78%,70.74%,捷運石牌站(1號出口),-12.04%,#B1112B,-10%以上,25.11542,121.51469
500109037,97.78%,86.30%,振興醫院,-11.48%,#B1112B,-10%以上,25.11753,121.52186
500109039,88.52%,78.61%,石牌國小,-9.91%,#D7586D,-5%至-10%,25.1144,121.51307
500109040,85.65%,95.09%,振興公園,9.44%,#FEDD88,90%以上、未滿100%,25.11865,121.5235
500109041,96.20%,100.00%,立農國小,3.80%,#FEB700,100%,25.11978,121.50422
500109042,90.09%,98.70%,承德路七段280巷口,8.61%,#FEDD88,90%以上、未滿100%,25.11587,121.50576
500109043,100.00%,100.00%,致遠一路二段11巷,0.00%,#FEB700,100%,25.11093,121.51382
500109044,80.00%,77.13%,榮富公園,-2.87%,#FBB1BD,-5%以內,25.1137,121.52437
500109045,99.26%,86.85%,中正高中,-12.41%,#B1112B,-10%以上,25.10467,121.51654
500109046,92.22%,100.00%,立功立德路口,7.78%,#FEB700,100%,25.12501,121.47158
500109047,82.96%,93.43%,中央北路四段30巷口,10.46%,#FEDD88,90%以上、未滿100%,25.13539,121.478
500109048,93.52%,83.15%,陽明交大圖書館,-10.37%,#B1112B,-10%以上,25.12081,121.51352
500109049,97.50%,80.83%,捷運新北投站(2號出口),-16.67%,#B1112B,-10%以上,25.13675,121.50224
500109050,76.94%,87.31%,復興公園,10.37%,#C09662,+10%以上,25.13872,121.5021
500109051,99.63%,100.00%,承德石牌路口,0.37%,#FEB700,100%,25.11272,121.50922
500109052,95.37%,99.72%,承德路七段188巷口,4.35%,#FEDD88,90%以上、未滿100%,25.11416,121.50771
500109053,95.83%,89.35%,捷運明德站(3號出口),-6.48%,#D7586D,-5%至-10%,25.11,121.51841
500109054,96.67%,100.00%,大豐公園,3.33%,#FEB700,100%,25.13102,121.50408
500109055,100.00%,100.00%,洲美公園,0.00%,#FEB700,100%,25.10032,121.50599
500109056,78.33%,98.70%,中和街455巷11弄,20.37%,#FEDD88,90%以上、未滿100%,25.14319,121.49621
500109057,98.52%,96.94%,洲美蜆仔港公園,-1.57%,#FEDD88,90%以上、未滿100%,25.10065,121.51107
500109058,86.39%,93.98%,文化三杏林一路口,7.59%,#FEDD88,90%以上、未滿100%,25.14058,121.49915
500109059,86.02%,66.20%,珠海復興一路口,-19.81%,#B1112B,-10%以上,25.14045,121.50446
500109060,96.02%,73.61%,裕民二路33巷,-22.41%,#B1112B,-10%以上,25.11535,121.51736
500109061,93.61%,85.09%,新奇岩社會住宅,-8.52%,#D7586D,-5%至-10%,25.12287,121.5037
500109062,69.72%,79.63%,泉源公園,9.91%,#E3BE98,+5%至10%,25.14193,121.50835
500109063,68.06%,96.67%,奇岩4號綠地,28.61%,#FEDD88,90%以上、未滿100%,25.12533,121.50573
500109064,80.83%,82.04%,臺北健康護理大學(教研大樓),1.20%,#F0D5BE,+5%以內,25.11857,121.51846
500109066,85.37%,100.00%,福星公園,14.63%,#FEB700,100%,25.1094,121.51248
500109067,72.22%,91.20%,中庸公園,18.98%,#FEDD88,90%以上、未滿100%,25.13774,121.50142
500109068,100.00%,96.20%,豐年公園_1,-3.80%,#FEDD88,90%以上、未滿100%,25.13597,121.49702
500109070,92.78%,90.56%,光明溫泉路口,-2.22%,#FEDD88,90%以上、未滿100%,25.13431,121.50226
500109071,89.81%,100.00%,和信治癌中心醫院,10.19%,#FEB700,100%,25.12757,121.47207
500109072,95.46%,91.39%,致遠新村,-4.07%,#FEDD88,90%以上、未滿100%,25.14319,121.49093
500109073,89.81%,67.13%,北投公園露天溫泉,-22.69%,#B1112B,-10%以上,25.13684,121.50792
500109074,79.63%,100.00%,中和街493巷9弄口,20.37%,#FEB700,100%,25.1439,121.49447
500109075,100.00%,95.56%,捷運北投站(1號出口),-4.44%,#FEDD88,90%以上、未滿100%,25.13258,121.49862
500109076,69.26%,74.17%,石牌立農街口,4.91%,#F0D5BE,+5%以內,25.11879,121.51921
500109077,92.96%,84.91%,捷運唭哩岸站(1號出口),-8.06%,#D7586D,-5%至-10%,25.12082,121.50727
500109078,93.80%,99.72%,大興光明路2巷口,5.93%,#FEDD88,90%以上、未滿100%,25.13043,121.50017
500109079,79.26%,90.65%,捷運忠義站(2號出口),11.39%,#FEDD88,90%以上、未滿100%,25.13076,121.47347
500109080,100.00%,86.94%,福國承德路口,-13.06%,#B1112B,-10%以上,25.10171,121.51263
500109081,88.52%,87.13%,捷運北投站(1號出口)(北投路側),-1.39%,#FBB1BD,-5%以內,25.13201,121.49817
500109082,98.52%,97.41%,華固創富中心,-1.11%,#FEDD88,90%以上、未滿100%,25.10392,121.51244
500109084,100.00%,100.00%,崇仰公園(公舘路255巷),0.00%,#FEB700,100%,25.12595,121.51098
500109085,86.39%,83.70%,北投文化公園(北側),-2.69%,#FBB1BD,-5%以內,25.13713,121.49706
500109086,81.94%,87.69%,中和綠地,5.74%,#E3BE98,+5%至10%,25.1419,121.4989
500109087,100.00%,95.28%,大業路65巷口,-4.72%,#FEDD88,90%以上、未滿100%,25.12307,121.49906
500109088,100.00%,100.00%,公舘承德路口,0.00%,#FEB700,100%,25.11969,121.50169
500109089,90.83%,88.80%,文林北明德路口(東北側),-2.04%,#FBB1BD,-5%以內,25.10576,121.5173
500109091,,80.46%,永興路一段32巷口,80.46%,#CDCDCD,無法比較,25.13905,121.50012
500109093,,99.89%,關渡國中,99.89%,#FEDD88,90%以上、未滿100%,25.11955,121.46735
500109094,,99.78%,立功街55巷口,99.78%,#FEDD88,90%以上、未滿100%,25.12518,121.46922
500109095,,99.67%,承德路七段401巷(洲美橋下),99.67%,#FEDD88,90%以上、未滿100%,25.11483,121.49934
500109096,,99.56%,大業路(農禪寺),99.56%,#FEDD88,90%以上、未滿100%,25.12231,121.49964
500110002,81.57%,82.41%,捷運松山站(4號出口),0.83%,#F0D5BE,+5%以內,25.04987,121.57785
500110003,100.00%,100.00%,塔悠八德路口,0.00%,#FEB700,100%,25.05009,121.57202
500110004,94.91%,100.00%,鵬程公園,5.09%,#FEB700,100%,25.05503,121.56876
500110005,96.57%,100.00%,中崙高中,3.43%,#FEB700,100%,25.04878,121.56087
500110006,84.17%,88.43%,捷運南京三民站(2號出口),4.26%,#F0D5BE,+5%以內,25.05136,121.56283
500110007,85.37%,84.35%,捷運南京三民站(1號出口),-1.02%,#FBB1BD,-5%以內,25.05155,121.5636
500110008,100.00%,97.41%,光復北路11巷口,-2.59%,#FEDD88,90%以上、未滿100%,25.04937,121.558
500110009,69.63%,63.61%,捷運南京三民站(4號出口),-6.02%,#D7586D,-5%至-10%,25.05152,121.5646
500110010,83.61%,75.37%,西松高中,-8.24%,#D7586D,-5%至-10%,25.05492,121.56701
500110011,100.00%,91.85%,民權復興路口,-8.15%,#FEDD88,90%以上、未滿100%,25.0622,121.54565
500110012,98.61%,100.00%,民福三號綠地,1.39%,#FEB700,100%,25.06374,121.54767
500110013,97.50%,100.00%,民有一號公園,2.50%,#FEB700,100%,25.06095,121.54731
500110014,100.00%,100.00%,民生敦化路口,0.00%,#FEB700,100%,25.05804,121.54897
500110015,92.78%,83.43%,松基公園,-9.35%,#D7586D,-5%至-10%,25.0546,121.54486
500110016,95.28%,100.00%,三民路166巷口,4.72%,#FEB700,100%,25.0619,121.56328
500110017,99.54%,95.37%,民生活動中心,-4.17%,#FEDD88,90%以上、未滿100%,25.05907,121.56305
500110018,83.43%,78.43%,捷運小巨蛋站(2號出口),-5.00%,#FBB1BD,-5%以內,25.05157,121.55118
500110019,100.00%,94.81%,臺北市藝文推廣處,-5.19%,#FEDD88,90%以上、未滿100%,25.04826,121.55235
500110020,95.74%,91.11%,民生國小(敦化北路199巷),-4.63%,#FEDD88,90%以上、未滿100%,25.05633,121.55286
500110021,100.00%,100.00%,敦北公園,0.00%,#FEB700,100%,25.06118,121.55098
500110022,94.35%,100.00%,民權運動公園,5.65%,#FEB700,100%,25.062,121.56019
500110023,100.00%,100.00%,新東公園,0.00%,#FEB700,100%,25.05925,121.56888
500110024,96.85%,97.78%,民生光復路口,0.93%,#FEDD88,90%以上、未滿100%,25.05834,121.55496
500110025,100.00%,100.00%,三民公園,0.00%,#FEB700,100%,25.06128675,121.566679
500110026,82.50%,80.19%,八德路三段74巷口,-2.31%,#FBB1BD,-5%以內,25.04459,121.55252
500110027,86.30%,75.46%,八德路三段8巷口,-10.83%,#B1112B,-10%以上,25.04488,121.54992
500110029,99.63%,92.04%,平安新城,-7.59%,#FEDD88,90%以上、未滿100%,25.05528,121.559
500110030,70.46%,94.07%,健康社會住宅,23.61%,#FEDD88,90%以上、未滿100%,25.05433,121.56545
500110031,90.19%,80.37%,民權光復路口(東北側),-9.81%,#D7586D,-5%至-10%,25.06206,121.55475
500110032,82.87%,95.19%,市民東興路口,12.31%,#FEDD88,90%以上、未滿100%,25.0484,121.56586
500110033,96.11%,96.11%,光復南路22巷口,0.00%,#FEDD88,90%以上、未滿100%,25.04693,121.55771
500110034,85.09%,86.30%,光復南路58巷,1.20%,#F0D5BE,+5%以內,25.04566,121.55656
500110035,97.50%,91.85%,松山新城,-5.65%,#FEDD88,90%以上、未滿100%,25.05347,121.55436
500110036,96.57%,94.35%,內政部營建署,-2.22%,#FEDD88,90%以上、未滿100%,25.04769,121.5448
500110037,93.15%,93.06%,南京光復路口,-0.09%,#FEDD88,90%以上、未滿100%,25.05143,121.55716
500110038,100.00%,97.41%,民生立體停車場,-2.59%,#FEDD88,90%以上、未滿100%,25.05846,121.55947
500110039,94.17%,89.35%,健康新城,-4.81%,#FBB1BD,-5%以內,25.05408,121.56095
500110040,90.83%,95.09%,健安新城,4.26%,#FEDD88,90%以上、未滿100%,25.05606,121.56345
500110041,94.44%,100.00%,復盛公園,5.56%,#FEB700,100%,25.04763,121.56115
500110042,100.00%,95.28%,中崙福成宮,-4.72%,#FEDD88,90%以上、未滿100%,25.04524,121.54659
500110043,83.98%,84.72%,捷運南京復興站(7號出口),0.74%,#F0D5BE,+5%以內,25.05278,121.54478
500110044,88.89%,100.00%,捷運南京復興站(5號出口),11.11%,#FEB700,100%,25.05168,121.54506
500110045,95.46%,100.00%,塔悠疏散門,4.54%,#FEB700,100%,25.0648,121.56788
500110046,84.63%,100.00%,臺北田徑場,15.37%,#FEB700,100%,25.04951,121.54941
500110047,90.28%,85.00%,捷運小巨蛋站(5號出口),-5.28%,#D7586D,-5%至-10%,25.05176,121.55352
500110048,93.70%,87.87%,敦化長春路口,-5.83%,#D7586D,-5%至-10%,25.0536,121.54871
500110049,91.85%,95.00%,饒河疏散門(基四號疏散門),3.15%,#FEDD88,90%以上、未滿100%,25.05147,121.57683
500110050,82.13%,80.19%,捷運松山站(2號出口),-1.94%,#FBB1BD,-5%以內,25.05013,121.57635
500110051,86.94%,83.98%,民權東路三段106巷口,-2.96%,#FBB1BD,-5%以內,25.062,121.54472
500110052,87.50%,89.07%,南京東路五段59巷口,1.57%,#F0D5BE,+5%以內,25.05163,121.55907
500110053,100.00%,93.98%,三民公園(塔悠路),-6.02%,#FEDD88,90%以上、未滿100%,25.06241,121.56831
500110054,86.67%,92.04%,寶清公園,5.37%,#FEDD88,90%以上、未滿100%,25.05198,121.5681
500110055,83.70%,81.94%,西松公園,-1.76%,#FBB1BD,-5%以內,25.05406,121.56407
500110056,99.26%,88.80%,長壽公園,-10.46%,#B1112B,-10%以上,25.05378,121.55893
500110057,80.09%,79.54%,復源公園,-0.56%,#FBB1BD,-5%以內,25.04634,121.5542
500110058,90.37%,92.31%,南京東路四段179巷口,1.94%,#FEDD88,90%以上、未滿100%,25.05173,121.55609
500110059,97.22%,91.85%,臺北田徑場(北寧路側),-5.37%,#FEDD88,90%以上、未滿100%,25.04954,121.55261
500110060,92.13%,91.57%,西松高中(健康路325巷),-0.56%,#FEDD88,90%以上、未滿100%,25.05567,121.56713
500110061,74.44%,82.50%,南京東興路口,8.06%,#E3BE98,+5%至10%,25.05149,121.56535
500110062,85.83%,78.06%,捷運松山站(3號出口),-7.78%,#D7586D,-5%至-10%,25.04962,121.57746
500110063,93.80%,91.76%,介壽國中,-2.04%,#FEDD88,90%以上、未滿100%,25.05722,121.55706
500110064,79.72%,83.80%,敦化南京路口(東北側),4.07%,#F0D5BE,+5%以內,25.05226,121.54926
500110065,84.91%,87.22%,敦化八德路口,2.31%,#F0D5BE,+5%以內,25.04802,121.54864
500110066,100.00%,100.00%,新東街51巷口,0.00%,#FEB700,100%,25.0615,121.56332
500110067,98.89%,100.00%,八德立體停車場,1.11%,#FEB700,100%,25.04985,121.57189
500110068,93.24%,70.37%,長春慶城街口,-22.87%,#B1112B,-10%以上,25.05452,121.54636
500110069,100.00%,84.17%,八德路四段652巷口,-15.83%,#B1112B,-10%以上,25.04942,121.57503
500110070,82.50%,73.80%,捷運松山站(1號出口),-8.70%,#D7586D,-5%至-10%,25.05014,121.57692
500110071,85.56%,72.41%,捷運小巨蛋站(3號出口),-13.15%,#B1112B,-10%以上,25.05152,121.55243
500110072,76.94%,76.30%,捷運小巨蛋站(5號出口)_1,-0.65%,#FBB1BD,-5%以內,25.05181,121.5521
500110073,89.72%,84.26%,敦化北路155巷口,-5.46%,#D7586D,-5%至-10%,25.0542,121.5491
500110074,91.85%,83.06%,民生復興路口,-8.80%,#D7586D,-5%至-10%,25.05764,121.54443
500110076,82.87%,85.83%,市民延吉街口,2.96%,#F0D5BE,+5%以內,25.0444,121.55397
500110077,83.80%,89.07%,龍城市場,5.28%,#E3BE98,+5%至10%,25.05454,121.55417
500110078,75.56%,85.28%,捷運南京三民站(3號出口),9.72%,#E3BE98,+5%至10%,25.05129,121.56426
500110079,100.00%,100.00%,塔悠基隆路口(麥帥一橋下),0.00%,#FEB700,100%,25.05139,121.57062
500110080,100.00%,66.67%,五常街370巷,-33.33%,#B1112B,-10%以上,25.06432,121.54537
500110081,96.39%,87.13%,延壽街119巷口,-9.26%,#D7586D,-5%至-10%,25.05708,121.56486
500110082,83.80%,82.96%,市民東寧路口,-0.83%,#FBB1BD,-5%以內,25.04742,121.56305
500110083,93.06%,100.00%,民福簡易綠地,6.94%,#FEB700,100%,25.06589,121.54529
500110084,100.00%,100.00%,三民國小(撫遠街),0.00%,#FEB700,100%,25.06457,121.56458
500110085,87.50%,93.15%,民生郵局,5.65%,#FEDD88,90%以上、未滿100%,25.05936,121.56586
500110086,,98.43%,民權敦化路口(西北側),98.43%,#FEDD88,90%以上、未滿100%,25.06185,121.55
500111001,76.39%,90.74%,南港公園(東新街),14.35%,#FEDD88,90%以上、未滿100%,25.04591,121.59226
500111002,82.13%,89.44%,南港公園(福德街),7.31%,#E3BE98,+5%至10%,25.04128,121.59089
500111003,88.80%,90.83%,捷運昆陽站(1號出口),2.04%,#FEDD88,90%以上、未滿100%,25.05014,121.59238
500111004,92.13%,95.93%,忠孝東路六段225巷口,3.80%,#FEDD88,90%以上、未滿100%,25.04919,121.58832
500111005,76.48%,82.31%,捷運後山埤站(1號出口),5.83%,#E3BE98,+5%至10%,25.04437,121.58133
